undo,"1. To reverse, as what has been done; to annul; to bring to naught. What's done can not be undone. Shak. To-morrow, ere the setting sun, She 'd all undo that she had done. Swift. 2. To loose; to open; to take to piece; to unfasten; to untie; hence, to unravel; to solve; as, to undo a knot; to undo a puzzling question; to undo a riddle. Tennyson. Pray you, undo this button. Shak. She took the spindle, and undoing the thread gradually, measured it. Sir W. Scott. 3. To bring to poverty; to impoverish; to ruin, as in reputation, morals, hopes, or the like; as, many are undone by unavoidable losses, but more undo themselves by vices and dissipation, or by indolence. That quaffing and drinking will undo you, Shak."
undock,"To take out of dock; as, to undock a ship."
undoer,"One who undoes anything; especially, one who ruins another."
undoing,"1. The reversal of what has been done. 2. Ruin. ""The utter undoing of some."" Hooker."
undomesticate,To make wild or roving.
undone,p. p. of Undo.  Not done or performed; neglected.
undouble,"To unfold, or render single."
undoubtable,Indubitable.
undoubted,"Not doubted; not called in question; indubitable; indisputable; as, undoubted proof; undoubted hero. -- Un*doubt""ed*ly, adv."
undrape,To strip of drapery; to uncover or unveil.
undraw,To draw aside or open; to draw back. Angels undrew the curtain of the throne. Young.
undreamed,"Not dreamed, or dreamed of; not thof. Unpathed waters, undreamed shores. Shak."
undreamt,"Not dreamed, or dreamed of; not thof. Unpathed waters, undreamed shores. Shak."
undress,"1. To divest of clothes; to strip. 2. To divest of ornaments to disrobe. 3. (Med.)  To take the dressing, or covering, from; as, to undress a wound.  1. A loose, negligent dress; ordinary dress, as distinguished from full dress. 2. (Mil. & Naval)  An authorized habitual dress of officers and soldiers, but not full-dress uniform. Undress parade (Mil.), a substitute for dress parade, allowed in bad weather, the companies forming without arms, and the ceremony being shortened."
undubitable,"Indubitable; as, an undubitable principle. [Obs.] Locke."
undue,"1. Not due; not yet owing; as, an undue debt, note, or bond. 2. Not right; not lawful or legal; improper; as, an undue proceeding. Bacon. 3. Not agreeable to a rule or standard, or to duty; disproportioned; excessive; immoderate; inordinate; as, an undue attachment to forms; an undue rigor in the execution of law. Undue influence (Law), any improper or wrongful constraint, machination, or urgency of persuasion, by which one's will is overcome and he is induced to do or forbear an act which he would not do, or would do, if left to act freely. Abbott."
undueness,The quality of being undue.
unduke,To deprive of dukedom. Swift.
undulant,Undulating. [R.]
undulary,Moving like waves; undulatory. [Obs.] Sir T. Browne.
undulate,"Same as Undulated.  To cause to move backward and forward, or up and down, in undulations or waves; to cause to vibrate. Breath vocalized, that is, vibrated and undulated. Holder.  To move in, or have, undulations or waves; to vibrate; to wave; as, undulating air."
undulated,"1. Resembling, or in the nature of, waves; having a wavy surface; undulatory. 2. (Bot.)  Waved obtusely up and down, near the margin, as a leaf or corolla; wavy. 3. (Zo̦l.)  Formed with elevations and depressions resembling waves; having wavelike color markings; as, an undulated shell."
undulating,"Rising and falling like waves; resembling wave form or motion; undulatory; rolling; wavy; as, an undulating medium; undulating ground. -- Un""du*la`ting*ly. adv."
undulation,"1. The act of undulating; a waving motion or vibration; as, the undulations of a fluid, of water, or of air; the undulations of sound. 2. A wavy appearance or outline; waviness. Evelyn. 3. (Mus.) (a) The tremulous tone produced by a peculiar pressure of the finger on a string, as of a violin. (b) The pulsation caused by the vibrating together of two tones not quite in unison; -- called also beat. 4. (Physics)  A motion to and fro, up and down, or from side to side, in any fluid or elastic medium, propagated continuously among its particles, but with no translation of the particles themselves in the direction of the propagation of the wave; a wave motion; a vibration."
undulationist,One who advocates the undulatory theory of light. Whewell.
undulative,"Consisting in, or accompanied by, undulations; undulatory."
undulatory,"Moving in the manner of undulations, or waves; resembling the motion of waves, which successively rise or swell rise or swell and fall; pertaining to a propagated alternating motion, similar to that of waves. Undulatory theory, or Wave theory (of light) (Opt.), that theory which regards its various phenomena as due to undulations in an ethereal medium, propagated from the radiant with immense, but measurable, velocities, and producing different impressions on the retina according to their amplitude and frequency, the sensation of brightness depending on the former, that of color on the latter. The undulations are supposed to take place, not in the direction of propagation, as in the air waves constituting sound, but transversely, and the various phenomena of refraction, polarization, interference, etc., are attributable to the different affections of these undulations in different circumstances of propagation. It is computed that the frequency of the undulations corresponding to the several colors of the spectrum ranges from 458 millions of millions per second for the extreme red ray, to 727 millions of millions for the extreme violet, and their lengths for the same colors, from the thirty-eight thousandth to the sixty thousandth part of an inch. The theory of ethereal undulations is applicable not only to the phenomena of light, but also to those of heat."
undull,To remove the dullness of; to clear. [Obs.] Whitlock.
undulous,Undulating; undulatory.
unduly,In an undue manner.
undumpish,To relieve from the dumps. [Obs.] Fuller.
undust,To free from dust. [Obs.]
undwellable,"Uninhabitable. [Obs.] ""A land undwellable."" Wyclif."
undwelt,Not lived (in); -- with in.
undying,"Not dying; imperishable; unending; immortal; as, the undying souls of men."
uneared,"Not eared, or plowed. Shak."
unearned,"Not earned; not gained by labor or service. Unearned increment (Polit. Econ.), a increase in the value of land due to no labor or expenditure on the part of the owner, but to natural causes, such as the increase of population, the growth of a town in the vicinity, or the like. Some hold that this should belong to the nation."
unearth,"To drive or draw from the earth; hence, to uncover; to bring out from concealment; to bring to light; to disclose; as, to unearth a secret. To unearth the roof of an old tree. Wordsworth."
unearthly,"Not terrestrial; supernatural; preternatural; hence, weird; appalling; terrific; as, an unearthly sight or sound. -- Un*earth""li*ness, n."
unease,Want of ease; uneasiness. [Obs.]
uneasily,In an uneasy manner.
uneasiness,"1. The quality or state of being uneasy; restlessness; disquietude; anxiety. 2. The quality of making uneasy; discomfort; as, the uneasiness of the road. [Obs.] Bp. Burnet."
uneasy,"1. Not easy; difficult. [R.] Things . . . so uneasy to be satisfactorily understood. Boyle. The road will be uneasy to find. Sir W. Scott. 2. Restless; disturbed by pain, anxiety, or the like; disquieted; perturbed. The soul, uneasy and confined from home, Rests and expatiates in a life to come. Pope. 3. Not easy in manner; constrained; stiff; awkward; not graceful; as, an uneasy deportment. 4. Occasioning want of ease; constraining; cramping; disagreeable; unpleasing. ""His uneasy station."" Milton. A sour, untractable nature makes him uneasy to those who approach him. Addison."
uneath,"Not easy; difficult; hard. [Obs.] Who he was, uneath was to descry. Spenser.  Not easily; hardly; scarcely. [Obs.] Uneath may she endure the flinty streets. Shak."
unedge,To deprive of the edge; to blunt. J. Fletcher.
unefectual,"Ineffectual. ""His uneffectual fire."" Shak."
unelastic,Not elastic; inelastic.
unelasticity,Inelasticity.
unelegant,Inelegant.
uneligible,Ineligible. Roger
unembarrassed,"Not embarrassed. Specifically: -- (a) Not perplexed in mind; not confused; as, the speaker appeared unembarrassed. (b) Free from pecuniary difficulties or encumbrances; as, he and his property are unembarrassed. (c) Free from perplexing connection; as, the question comes into court unembarrassed with irrelevant matter."
unembarrassment,Freedom from embarrassment.
unembodied,"1. Free from a corporeal body; disembodied; as, unembodied spirits. Byron. 2. Not embodied; not collected into a body; not yet organized; as, unembodied militia."
unempirically,Not empirically; without experiment or experience.
